property_id,lat,lng,addr_street,price,property_type,year,bedrooms,bathrooms,parking_space,distance_to_sc,shopping_center_id,train_station_id,distance_to_train_station,hospital_id,distance_to_hospital,distance_to_supermarket,supermarket_id,suburb,travel_min_to_CBD,transfer_flag
30689,-37.759516,144.998949,13 Normanby Avenue,7550000,house,2010,3,1,2,1848,SC_103,20014,409,hospital_035,1037.648,929.866,S_105,THORNBURY,23,0
90123,-37.970848,145.077686,18 Camelia Grove,8352000,house,2014,3,1,2,1267,SC_003,19865,1719,hospital_109,819.224,1208.908,S_003,CHELTENHAM,39,0
14071,-37.761464000000004,144.89246799999998,21 May Street,21600000,house,2016,4,2,2,1145,SC_085,20037,2688,hospital_068,2079.082,1127.623,S_049,ABERFELDIE,21,0
42806,-37.728907,145.105569,12 Kardinia Drive,7800000,house,2010,5,2,2,3683,SC_009,19986,2167,hospital_075,2171.172,2293.982,S_020,YALLAMBIE,40,0
72212,-37.844589,145.259604,23 Birch Street,12325000,house,2014,4,3,3,4497,SC_032,19870,985,hospital_002,1379.324,824.468,S_139,BAYSWATER,50,0
60,-37.814563,144.959057,304/471 bourke street,3995000,house,2014,1,1,0,431,SC_014,19841,446,hospital_022,688.168,343.918,S_118,MELBOURNE,5,0
33389,-37.71192551,144.98890690000002,1 Thrower Street,3995000,house,2007,2,1,0,2910,SC_103,20010,2064,hospital_139,1141.318,1717.646,S_030,RESERVOIR,32,0
82325,-37.988188,145.237928,6 Orange Court,2547000,house,2012,3,1,0,1937,SC_077,19888,3144,hospital_119,2129.358,2382.641,S_184,DOVETON,54,0
54388,-37.83013,145.034945,3/10 Glen Street,14110000,house,2014,3,1,1,884,SC_083,19904,808,hospital_127,470.101,929.071,S_208,HAWTHORN,20,0
74052,-37.861809,145.264874,9 / 23 Dixon Court,4706000,house,2012,3,1,2,5674,SC_049,19870,1872,hospital_002,687.12,1737.959,S_139,BORONIA,50,0
91486,-37.987727,145.03563300000002,28 Hardinge Street,28000000,house,2010,4,2,2,3573,SC_079,19866,2852,hospital_055,1960.099,3035.628,S_011,BEAUMARIS,37,0
90790,-37.963449,145.078157,50 Eunice Drive,8960000,house,2010,3,2,2,1402,SC_003,19865,2217,hospital_109,383.295,1886.074,S_003,CHELTENHAM,39,0
65976,-37.767408,145.318498,20 Ashton Avenue,6380000,house,2015,3,2,2,988,SC_084,19877,1726,hospital_113,4070.264,764.97,S_168,MOOROOLBARK,50,0
66691,-37.769927,145.328047,76 Landscape Dve,4741000,house,2011,4,2,3,1905,SC_084,19877,2208,hospital_113,3064.487,1448.911,S_168,MOOROOLBARK,50,0
48654,-37.797162,145.036731,67 Tennyson Street,12600000,house,2010,3,1,2,2130,SC_083,19931,1817,hospital_029,1593.032,1017.165,S_039,KEW,20,0
86551,-37.90133667,145.00535580000002,30 Grandview Road,21760000,house,2009,4,2,2,4048,SC_015,19953,443,hospital_013,987.013,449.709,S_151,BRIGHTON,19,0
84186,-37.856257,145.004251,58 Packington Street,15120000,house,2012,3,2,2,1442,SC_066,19947,1089,hospital_132,551.323,757.352,S_115,PRAHRAN,21,0
22576,-37.737353,144.976093,303c/1 Manna Gum Court,4480000,house,2014,1,1,1,2886,SC_103,19965,1491,hospital_144,1807.916,1091.417,S_030,COBURG,28,0
49575,-37.802495,145.068602,5 Para Street,26100000,house,2015,3,2,2,2315,SC_099,19892,2136,hospital_064,2329.137,960.632,S_137,BALWYN,27,0
39007,-37.758579,145.036656,72 Beatty Street,6930000,house,2014,2,1,3,1026,SC_001,19933,1356,hospital_039,786.81,1046.988,S_219,IVANHOE,23,0
59710,-37.829772,145.199551,25 Halls Parade,15450000,house,2010,2,1,1,2420,SC_088,19900,1367,hospital_010,1867.087,2651.823,S_202,MITCHAM,40,0
49626,-37.802771,145.073991,59 Elliott Avenue,19200000,house,2011,3,2,1,2651,SC_099,19893,2139,hospital_064,2909.928,1358.806,S_137,BALWYN,29,0
80258,-37.991574,145.182765,405 Chandler Road,5170000,house,2015,3,1,1,1055,SC_057,19889,1565,hospital_096,1322.283,1155.593,S_079,KEYSBOROUGH,51,0
12437,-37.6956225,144.7535382,17 Catherine Drive,3120000,house,2012,3,2,3,3649,SC_048,20000,2352,hospital_057,8991.895,210.969,S_163,HILLSIDE,39,0
80967,-37.979329,145.211066,2/10 Herbert Street,7752000,house,2013,4,2,2,838,SC_112,19888,984,hospital_033,641.68,447.724,S_183,DANDENONG,54,0
20928,-37.77053833,144.9646912,28 Blair Street,5526000,house,2009,2,1,0,3808,SC_008,19968,624,hospital_144,1505.951,525.942,S_074,BRUNSWICK,21,0
85326,-37.877896,144.998118,182 Hotham Street,9120000,house,2015,3,2,1,2111,SC_015,19955,369,hospital_009,923.005,723.791,S_133,ELSTERNWICK,15,0
68438,-37.851851,145.015353,2a Beatty Avenue,21600000,house,2016,3,1,2,1297,SC_038,19946,188,hospital_132,749.252,1175.173,S_115,ARMADALE,23,0
9246,-37.85916,144.722195,10 Guilford Court,5888000,house,2010,4,2,2,2131,SC_053,46468,2974,hospital_073,5009.797,2420.473,S_007,TRUGANINA,33,0
30639,-37.755921,144.989506,119a Harold Street,5104000,house,2010,3,1,2,2034,SC_103,20014,1012,hospital_144,1971.862,1633.36,S_105,THORNBURY,23,0
5261,-37.86801529,144.8372345,55 Seves St,5135000,house,2008,3,1,3,3909,SC_033,19927,415,hospital_141,6068.962,805.325,S_128,ALTONA,28,0
78898,-37.95148849,145.1537628,28-30 Warwick Avenue,9100000,house,2009,2,1,1,4352,SC_057,19913,184,hospital_124,3245.083,301.025,S_075,SPRINGVALE,44,0
18493,-37.691413,144.918385,23 Dunn Street,3900000,house,2015,2,1,3,3728,SC_072,20031,441,hospital_104,3715.944,1266.929,S_153,BROADMEADOWS,35,0
34835,-37.725814,144.99444,39 Crispe Street,11951000,house,2014,4,2,2,1508,SC_103,20011,957,hospital_139,853.007,1258.931,S_030,RESERVOIR,29,0
58193,-37.82231903,145.1525879,5/34-36 Blackburn Road,4725000,house,2009,2,1,2,2119,SC_002,19898,353,hospital_060,1046.971,1017.32,S_018,BLACKBURN,35,0
57850,-37.822397,145.14938,22 Main Street,18700000,house,2014,3,2,2,2475,SC_002,19898,224,hospital_060,1219.613,855.473,S_018,BLACKBURN,35,0
75906,-37.90831,145.081588,20 Eleebana Avenue,7740000,house,2014,3,1,2,1816,SC_087,19917,1041,hospital_159,2063.056,1280.046,S_010,HUGHESDALE,34,0
85066,-37.87761,144.977588,69 Marine Parade,27830000,house,2011,4,2,2,857,SC_054,19956,1921,hospital_103,2197.42,843.139,S_017,ELWOOD,13,0
24508,-37.710977,144.97034,6 Pitt Street,4650000,house,2016,2,1,3,2980,SC_030,19962,1140,hospital_139,3143.563,2247.007,S_030,FAWKNER,33,0
3185,-37.815342,144.866863,25 Angliss Street,6950000,house,2010,4,2,3,2062,SC_043,20022,1528,hospital_056,2953.081,2061.785,S_149,YARRAVILLE,22,0
2035,-37.790035,144.876647,23 Albert Facey Street,7980000,house,2016,3,3,2,1717,SC_043,20023,1443,hospital_056,1099.736,1717.021,S_149,MAIDSTONE,20,0
89894,-37.966792,145.069559,111 Centre Dandenong Road,6380000,house,2011,4,1,2,2207,SC_003,19865,1460,hospital_109,696.324,1564.182,S_011,CHELTENHAM,39,0
38256,-37.772201,145.031506,37 Bennett Street,18720000,house,2011,3,1,1,1210,SC_001,19931,566,hospital_039,809.723,1192.756,S_219,ALPHINGTON,20,0
67909,-37.844843,145.00569,18 Tashinny Road,2616000,house,2016,3,2,2,483,SC_038,19947,396,hospital_132,917.68,295.768,S_115,TOORAK,21,0
84911,-37.878203,144.978746,369 Barkly Street,10764000,house,2011,3,1,1,890,SC_054,19956,1826,hospital_103,2149.262,886.74,S_017,ELWOOD,13,0
231,-37.80482864,144.890213,110 Pilgrim Street,10500000,house,2009,5,2,0,2860,SC_085,20024,254,hospital_003,1153.604,944.184,S_201,SEDDON,18,0
77386,-37.921566,145.16546,10 Stratford Court,10220000,house,2016,3,1,2,2676,SC_073,19913,2882,hospital_101,4021.786,1584.221,S_148,MULGRAVE,44,0
81058,-37.97966385,145.2297669,25 Garside Street,11480000,house,2008,3,1,2,1772,SC_112,19888,2422,hospital_119,1302.136,1622.235,S_184,DANDENONG,54,0
37518,-37.649101,145.056262,5 Primrose Place,8025000,house,2015,4,2,2,3263,SC_062,45795,1199,hospital_041,3937.321,2000.858,S_096,EPPING,46,0
25421,-37.574848,144.912443,14 Penfold Street,6240000,house,2014,4,2,2,892,SC_005,40221,4225,hospital_104,6966.053,2966.905,S_178,CRAIGIEBURN,46,0
32451,-37.733821,145.00662,263 Wood Street,9607000,house,2016,4,1,2,739,SC_103,20011,654,hospital_139,1762.03,518.169,S_085,PRESTON,29,0
22317,-37.7384,144.959845,22 Rolland Street,13248000,house,2014,3,2,1,1212,SC_030,19965,529,hospital_084,1439.624,669.042,S_172,COBURG,28,0
28006,-37.600318,144.915971,Lot 3406 Albatross Close,7050000,house,2010,5,3,2,719,SC_016,40221,3048,hospital_104,4615.853,2087.843,S_178,CRAIGIEBURN,46,0
87038,-37.900617,144.990499,7 Rothesay Avenue,20500000,house,2011,4,3,2,3108,SC_015,19952,1403,hospital_198,943.799,1217.645,S_150,BRIGHTON,20,0
23590,-37.646915,144.907518,33 Firth Way,4550000,house,2013,4,2,2,1673,SC_072,44817,2430,hospital_104,1476.628,2926.119,S_211,GREENVALE,40,0
90470,-37.96282578,145.042572,3 Correa Avenue,9240000,house,2008,3,1,2,1260,SC_079,19872,1316,hospital_082,1598.608,1260.467,S_069,CHELTENHAM,40,0
93366,-38.021972,145.106007,44 Glen Street,10455000,house,2010,3,1,2,5010,SC_003,19862,643,hospital_001,4671.659,2498.145,S_119,ASPENDALE,43,0
82012,-37.98603821,145.2420654,26 Waratah Street,3660000,house,2009,3,1,3,1884,SC_077,19888,3618,hospital_119,2572.813,1916.254,S_195,DOVETON,54,0
68130,-37.832831,145.007127,5 Verdant Avenue,30400000,house,2010,4,2,2,717,SC_038,19906,483,hospital_122,1232.424,696.563,S_102,TOORAK,13,0
36221,-37.667608,145.025676,18 Edmondson Street,5625000,house,2015,3,1,1,6492,SC_047,20006,958,hospital_053,1784.067,634.265,S_229,LALOR,40,0
52745,-37.81928253,144.9897461,229 Punt Road,8560000,house,2009,3,2,2,2017,SC_068,19978,437,hospital_173,384.707,1095.547,S_076,RICHMOND,7,0
52175,-37.823795,145.004616,113 Lord Street,5415000,house,2013,2,1,0,1583,SC_038,19906,474,hospital_122,362.347,1562.46,S_102,RICHMOND,13,0
17211,-37.697374,144.917322,40 Heather Court,5925000,house,2014,3,1,0,3582,SC_082,20031,262,hospital_104,4265.982,1081.709,S_209,GLENROY,35,0
39498,-37.682036,145.074179,110/50 Janefield Drive,3132000,house,2011,2,1,1,3044,SC_062,19984,2849,hospital_041,1518.962,2633.889,S_155,BUNDOORA,34,0
68571,-37.858491,145.019742,5/55 Kooyong Road,6080000,house,2014,2,1,1,2075,SC_038,19945,192,hospital_092,1055.605,913.612,S_013,ARMADALE,24,0
28049,-37.799514,144.976849,11 Greeves Street,14620000,house,2014,2,1,0,1369,SC_008,19843,1140,hospital_140,764.634,176.637,S_200,FITZROY,7,0
43234,-37.71979141,145.0884705,6 Janice Street,4250000,house,2009,4,2,2,3963,SC_017,19984,960,hospital_075,2354.084,1888.225,S_020,MACLEOD,34,0
66928,-37.756054,145.363666,11 NORTH ROAD,4620000,house,2012,4,2,2,5539,SC_084,19876,1777,hospital_151,849.938,1531.663,S_233,LILYDALE,46,0
89022,-37.950277,145.039709,76 Middleton Street,8710000,house,2012,3,1,2,184,SC_079,19872,294,hospital_110,1604.403,183.932,S_069,HIGHETT,40,0
30483,-37.769725,145.009252,9 OAMARU Street,18020000,house,2011,3,2,2,2866,SC_103,19929,870,hospital_035,640.811,1812.538,S_105,NORTHCOTE,16,0
45807,-37.723081,145.128004,129 Reichelt Avenue,7345000,house,2014,3,1,0,5590,SC_009,19986,1013,hospital_075,2959.632,3367.918,S_210,MONTMORENCY,40,0
87582,-37.940431,145.014193,29 Retreat Road,23290000,house,2015,4,1,0,2690,SC_046,19948,1402,hospital_036,1180.527,993.604,S_214,HAMPTON,29,0
2676,-37.821004,144.890427,106 Francis Street,4560000,house,2016,3,2,2,4070,SC_043,19996,472,hospital_056,2581.382,2028.709,S_201,YARRAVILLE,16,0
30386,-37.777902,144.995716,75 Bridge Street,13100000,house,2014,4,1,2,3562,SC_103,20017,305,hospital_035,1921.436,2556.809,S_060,NORTHCOTE,18,0
18591,-37.686724,144.934145,282 Camp Road,5760000,house,2016,3,1,2,3536,SC_072,20030,1652,hospital_104,3620.533,1597.926,S_153,BROADMEADOWS,37,0
9115,-37.88616943,144.7623444,52 Truganina Avenue,6001000,house,2008,4,2,2,3805,SC_092,19924,1787,hospital_073,9228.199,2755.816,S_007,SEABROOK,31,0
33697,-37.705978,145.01364,12 Jinghi Road,4590000,house,2012,2,1,2,3330,SC_103,20009,491,hospital_139,2031.09,2409.023,S_225,RESERVOIR,33,0
83396,-37.84841156,144.9976196,107 Bendigo Street,6000000,house,2008,2,1,0,438,SC_024,19947,612,hospital_097,86.291,851.942,S_115,PRAHRAN,21,0
42833,-37.72135162,145.098465,14 Cascades View,7984000,house,2009,3,2,2,4109,SC_009,19984,1889,hospital_075,1694.802,1531.17,S_020,YALLAMBIE,34,0
90341,-37.969233,145.081611,23 Willow Avenue,9600000,house,2013,3,2,3,848,SC_003,19865,2163,hospital_109,971.6,1442.444,S_003,CHELTENHAM,39,0
92398,-37.975196,145.05865,6A Clyve Avenue,11895000,house,2014,3,3,2,3080,SC_079,19866,903,hospital_055,853.926,717.439,S_011,MENTONE,37,0
52784,-37.821796,145.013691,24 Park Avenue,18360000,house,2014,2,1,1,1816,SC_038,19906,862,hospital_122,1131.347,1797.261,S_102,RICHMOND,13,0
32995,-37.747859,144.992688,5E Austral Avenue,5400000,house,2014,3,2,2,1278,SC_103,20013,857,hospital_035,2175.08,1252.858,S_105,PRESTON,25,0
63990,-37.798003,145.294177,23 ST GEORGES CRESCENT,7168000,house,2013,4,1,2,1239,SC_022,19878,1530,hospital_164,4386.953,1257.843,S_055,CROYDON,51,0
58336,-37.812457,145.141198,8 Dixon Grove,10880000,house,2013,3,1,1,2175,SC_037,19897,762,hospital_154,2389.692,1861.345,S_018,BLACKBURN,35,0
4486,-37.842356,144.876182,46 Speight Street,13583000,house,2016,3,1,0,3573,SC_033,19994,826,hospital_141,2501.96,3370.386,S_056,NEWPORT,21,0
13082,-37.710287,144.78052,4 Felicia Way,6511000,house,2013,3,2,2,3368,SC_107,20000,1092,hospital_057,5929.661,868.352,S_094,SYDENHAM,39,0
82779,-37.902518,145.268899,41 Fairway Drive,5364000,house,2014,4,2,2,4441,SC_049,19868,3498,hospital_049,3962.782,2750.662,S_199,ROWVILLE,55,0
7248,-37.736906,144.825452,16 Longford Court,3900000,house,2013,5,2,0,2192,SC_107,20003,2577,hospital_005,2419.381,2523.072,S_222,KEALBA,31,0
84524,-37.86997223,144.990799,5A Rosamond Street,8320000,house,2008,3,2,1,1129,SC_015,19956,305,hospital_103,870.635,166.926,S_053,BALACLAVA,13,0
29879,-37.766823,145.000674,3 Hunter Street,10140000,house,2014,2,1,0,2488,SC_103,20015,473,hospital_035,874.443,1473.627,S_105,NORTHCOTE,21,0
32973,-37.743696,144.99151,570 Bell Street,8624000,house,2013,4,2,2,1221,SC_103,20013,977,hospital_144,2484.585,1395.732,S_085,PRESTON,25,0
62982,-37.829569,145.231141,5 Joan Court,4860000,house,2011,3,1,0,1559,SC_032,19902,1274,hospital_179,1861.317,1632.722,S_040,HEATHMONT,43,0
62219,-37.775812,145.238916,7 Caramut Court,6110000,house,2010,4,3,2,3560,SC_032,19879,3537,hospital_105,3263.702,2658.308,S_157,WARRANWOOD,46,0
22547,-37.753135,144.949332,3 Queen Street,5400000,house,2011,3,1,1,1891,SC_030,19966,1396,hospital_011,1004.546,1928.479,S_074,COBURG,26,0
84868,-37.881943,144.992943,32 Burns Street,15040000,house,2016,4,2,0,1820,SC_015,19955,607,hospital_009,1582.13,815.428,S_133,ELWOOD,15,0
24680,-37.6785517,144.9572006,2 / 176 Somerset Road,5390000,house,2012,3,1,1,4575,SC_026,19960,1627,hospital_104,4817.447,1007.603,S_161,CAMPBELLFIELD,39,0
40731,-37.68500137,145.0540314,5 Anna St,13125000,house,2008,4,2,2,4639,SC_062,45795,3577,hospital_041,1154.1,1253.347,S_155,BUNDOORA,46,0
82984,-37.892652,145.250379,10 Janden Close,7728000,house,2014,4,3,3,6442,SC_049,19869,4797,hospital_002,3936.602,2129.411,S_027,KNOXFIELD,53,0
82334,-37.997613,145.231328,61 Wattle Drive,3228000,house,2011,3,1,0,1691,SC_117,19888,2504,hospital_119,1788.002,1905.287,S_184,DOVETON,54,0
62452,-37.834346,145.236004,1 Waterloo Street,10080000,house,2015,5,3,2,2131,SC_032,19871,1100,hospital_179,1672.149,2182.821,S_190,HEATHMONT,46,0
25491,-37.590096,144.931422,15 Keysborough Street,3078000,house,2010,4,1,0,1192,SC_110,40221,1701,hospital_104,5655.213,457.028,S_178,CRAIGIEBURN,46,0
4051,-37.826239,144.873432,104 The Avenue,9685000,house,2016,3,1,2,2970,SC_033,19995,1448,hospital_056,3332.518,3117.264,S_056,SPOTSWOOD,19,0
51361,-37.778159,145.107202,4 Capri Court,10665000,house,2012,3,2,1,2049,SC_009,19896,3772,hospital_194,994.806,865.183,S_046,DONCASTER,34,0
61863,-37.806797,145.235915,36-38 Oliver Street,9900000,house,2015,5,3,3,960,SC_032,19902,1135,hospital_105,890.527,726.102,S_190,RINGWOOD,43,0
93481,-37.98946,145.096767,53 Scarlet Street,8400000,house,2012,4,1,2,1880,SC_003,19863,1863,hospital_001,2666.04,2035.307,S_119,MORDIALLOC,44,0
8733,-37.745847,144.749574,Lot 44 Granvia Circuit,7350000,house,2015,4,2,2,1476,SC_048,20000,4902,hospital_057,7349.048,815.836,S_156,BURNSIDE,39,0
48128,-37.801163,145.051392,23 Campbell Street,15040000,house,2016,3,2,2,2241,SC_099,19903,2034,hospital_064,768.273,1655.052,S_137,KEW,23,0
68378,-37.86346,145.025747,21 Valentine Grove,16600000,house,2014,3,1,1,2232,SC_023,19944,470,hospital_092,264.534,135.997,S_013,ARMADALE,20,0
50804,-37.77851486,145.1131744,133 High Street,3540000,house,2007,4,2,2,1627,SC_091,20042,3829,hospital_194,524.752,460.984,S_046,DONCASTER,30,0
81513,-37.977696,145.196858,8 Alsace Street,5550000,house,2015,3,1,0,2201,SC_112,19889,587,hospital_018,1060.87,1951.235,S_183,DANDENONG,51,0
19206,-37.671526,144.922621,8 Lilliput Street,4176000,house,2015,3,1,2,1893,SC_072,44817,1032,hospital_104,1913.278,607.663,S_153,BROADMEADOWS,40,0
63129,-37.834398,145.229526,9 Bellbird Court,8865000,house,2016,4,2,2,1981,SC_032,19902,1694,hospital_179,1393.635,2054.275,S_040,HEATHMONT,43,0
69840,-37.859954,145.079151,27 Marquis Street,7920000,house,2011,3,2,1,2100,SC_042,19848,306,hospital_098,741.797,1730.579,S_112,ASHBURTON,36,0
25354,-37.59536743,144.9333954,13 Wattleglen Street,3224000,house,2009,3,1,0,762,SC_110,40221,1251,hospital_104,5243.699,141.605,S_178,CRAIGIEBURN,46,0
55065,-37.839141,145.094754,15 Granville Street,9810000,house,2012,3,1,1,3506,SC_042,19895,1440,hospital_089,1670.396,2494.692,S_112,CAMBERWELL,30,0
10676,-37.793429,144.922239,55 Westbourne Road,9231000,house,2016,3,2,2,1214,SC_011,20026,662,hospital_114,908.197,847.711,S_086,KENSINGTON,11,0
85241,-37.883117,145.003489,12 St Georges Road,18400000,house,2013,4,2,2,2856,SC_015,19954,325,hospital_116,687.971,451.124,S_193,ELSTERNWICK,17,0
74665,-37.895453,145.065104,161 Murrumbeena Road,19500000,house,2014,4,2,2,1212,SC_041,19919,542,hospital_159,2446.404,1199.731,S_015,MURRUMBEENA,30,0
13140,-37.705739,144.757867,40a Bungarim Wynd,3924000,house,2016,3,2,2,3072,SC_048,20000,1864,hospital_057,8033.603,1240.538,S_163,SYDENHAM,39,0
15032,-37.730087,144.917561,16 Fenacre Street,10500000,house,2015,4,2,1,1381,SC_082,20034,1185,hospital_184,1780.34,1534.503,S_197,STRATHMORE,28,0
36159,-37.670466,145.027363,13 Blackburn Street,4260000,house,2013,3,1,2,6219,SC_047,20006,1208,hospital_053,2105.329,878.484,S_229,LALOR,40,0
92208,-37.978523,145.069397,3 Neville Street,11115000,house,2014,3,1,1,2291,SC_003,19865,561,hospital_133,398.699,823.569,S_011,MENTONE,39,0
50136,-37.761146,145.09216,3 Olga Mews,11440000,house,2016,4,2,2,412,SC_009,19936,3342,hospital_193,2789.946,500.664,S_154,BULLEEN,28,0
59487,-37.821738,145.189976,17 Madison Boulevard,6880000,house,2010,4,2,2,1179,SC_088,19900,407,hospital_010,1128.866,1544.09,S_202,MITCHAM,40,0
95733,-37.898064,145.041678,4 Oakleigh Road,7768000,house,2012,3,1,2,1999,SC_023,19941,523,hospital_126,2492.905,1893.798,S_015,ORMOND,36,0
47604,-37.714256,145.176962,9 Ashley Court,17550000,house,2016,3,2,2,4175,SC_051,19987,3244,hospital_034,6971.598,2111.889,S_194,RESEARCH,44,0
1949,-37.783664,144.873905,2 Pullar Street,4419000,house,2014,2,1,2,1653,SC_043,20022,1871,hospital_056,1617.141,1652.849,S_149,MAIDSTONE,22,0
75075,-37.892707,145.062037,36 Ames Avenue,9405000,house,2013,3,1,1,817,SC_041,19919,637,hospital_108,2340.477,776.227,S_015,CARNEGIE,30,0
59199,-37.810623,145.208557,1 Nara Road,5775000,house,2009,4,2,2,2264,SC_032,19901,891,hospital_010,1609.419,2251.33,S_040,MITCHAM,41,0
48809,-37.808025,145.030341,9 Fenton Avenue,18240000,house,2010,3,2,1,1277,SC_083,19904,1402,hospital_086,1034.583,216.093,S_039,KEW,20,0
12398,-37.705905,144.763296,16 Chittenup Bend,4510000,house,2014,3,2,0,3454,SC_048,20000,1287,hospital_057,7558.818,1477.129,S_094,SYDENHAM,39,0
331,-37.803749,144.890779,14  Alexander Street,11900000,house,2014,3,2,0,2764,SC_085,20024,137,hospital_003,1064.931,850.093,S_201,SEDDON,18,0
6514,-37.789164,144.82165,26 Glengala Road,8000000,house,2010,4,1,2,1466,SC_102,20004,1101,hospital_174,1598.383,1446.725,S_080,SUNSHINE WEST,28,0
64455,-37.785578,145.303392,4/67 Mount View Parade,9000000,house,2011,2,1,1,2577,SC_022,19877,1006,hospital_164,5694.885,1702.277,S_224,CROYDON,50,0
12837,-37.714795,144.773039,28 Ryland Circuit,6560000,house,2010,4,2,2,3879,SC_048,20000,1249,hospital_057,6210.95,1190.04,S_094,DELAHEY,39,0
72346,-37.847459,145.255679,38 Kumala Road,8220000,house,2015,5,2,2,4361,SC_032,19870,1482,hospital_002,1572.979,1313.798,S_139,BAYSWATER,50,0
34851,-37.720086,144.994695,39 Wattle  Grove,3792000,house,2010,3,1,1,1953,SC_103,20011,1176,hospital_139,439.252,1512.522,S_030,RESERVOIR,29,0
90629,-37.9565203,145.0449845,387 Bay Road,5400000,house,2013,4,2,1,802,SC_079,19872,816,hospital_082,1363.864,802.704,S_069,CHELTENHAM,40,0
31474,-37.7555809,145.0236664,79 Alston Court,5800000,house,2009,3,2,2,1721,SC_047,19931,2246,hospital_039,1063.656,2267.892,S_105,THORNBURY,20,0
17477,-37.69763,144.91176,58 Pecham Street,7735000,house,2014,3,2,0,3105,SC_059,20031,509,hospital_184,4136.206,1561.347,S_209,GLENROY,35,0
58094,-37.815829,145.165276,4 Luke Avenue,15820000,house,2015,4,2,2,762,SC_002,19899,1156,hospital_060,1870.197,1424.565,S_202,BLACKBURN,37,0
3994,-37.81557465,144.8898315,"Lot 1,44 Murray Street",3573000,house,2007,2,1,0,3731,SC_043,19996,28,hospital_056,2083.327,1628.554,S_201,YARRAVILLE,16,0
23225,-37.748076,144.972214,88 Barrow Street,8606000,house,2011,3,1,2,2844,SC_030,19965,1118,hospital_144,767.46,837.423,S_173,COBURG,28,0
37840,-37.648371,145.048951,9 Glenloth Court,3300000,house,2009,3,1,2,4080,SC_062,45795,2014,hospital_053,3624.947,2816.768,S_096,EPPING,46,0
89524,-37.961111,145.019738,4/196 Bluff Road,10780000,house,2014,3,2,2,2614,SC_079,19948,1955,hospital_058,106.674,1456.167,S_214,SANDRINGHAM,29,0
80270,-37.990736,145.16308,422 Corrigan Road,10387000,house,2016,4,2,2,1156,SC_057,19890,2644,hospital_096,921.179,1065.42,S_079,KEYSBOROUGH,49,0
9884,-37.791934,144.927259,1 Hopetoun Street,10500000,house,2011,2,1,0,1513,SC_011,20041,401,hospital_114,420.897,438.774,S_086,KENSINGTON,14,0
18563,-37.678697,144.909,27 Hastings Crescent,5824000,house,2016,4,2,0,2814,SC_059,20030,1246,hospital_104,2849.636,1409.246,S_153,BROADMEADOWS,37,0
49340,-37.808955,145.069249,29 Terry Street,41120000,house,2015,5,2,3,1879,SC_099,19892,1550,hospital_064,2331.547,1532.614,S_137,DEEPDENE,27,0
35174,-37.725751,145.009495,53 Southernhay Street,10724000,house,2016,4,1,1,1515,SC_103,20011,786,hospital_139,1475.605,1275.327,S_085,RESERVOIR,29,0
66662,-37.781034,145.339465,7 Paris Court,9095000,house,2009,4,2,2,3531,SC_084,19876,2510,hospital_113,2440.107,2234.919,S_081,MOOROOLBARK,46,0
37775,-37.65141,145.046214,8 Grimwade Court,6426000,house,2011,4,2,2,4373,SC_062,20005,1794,hospital_053,3308.491,3103.093,S_096,EPPING,43,0
47324,-37.696226,145.17809,56 Maroong Drive,9020000,house,2014,4,2,2,2903,SC_051,19989,2974,hospital_075,8080.69,2818.51,S_194,RESEARCH,52,0
37604,-37.637225,145.033766,6 Jaguar Court,8130000,house,2015,5,3,2,5908,SC_062,20005,1441,hospital_053,2326.117,2646.506,S_196,EPPING,43,0
73176,-37.852636,145.294107,2 The Grove,6930000,house,2014,4,2,3,4134,SC_049,19869,1297,hospital_049,1562.257,1244.448,S_146,BORONIA,53,0
12844,-37.6904335,144.7624512,29 Chandos Street,9435000,house,2010,2,2,0,4514,SC_048,20000,1628,hospital_057,8612.074,1188.547,S_163,SYDENHAM,39,0
42545,-37.739027,145.076044,7 Rowell Street,9200000,house,2010,3,1,1,1742,SC_017,19936,1157,hospital_066,2170.794,2023.555,S_100,ROSANNA,28,0
67372,-37.750754,145.3621,34 Britannia Way,4400000,house,2014,4,2,2,5404,SC_084,19876,1660,hospital_151,641.083,1501.531,S_233,LILYDALE,46,0
38836,-37.75834656,145.0393219,33 Jellicoe Street,5610000,house,2009,2,1,0,915,SC_001,19933,1178,hospital_039,1055.688,942.11,S_219,IVANHOE,23,0
9201,-37.880867,144.762106,88 Seabrook Boulevard,5400000,house,2014,3,2,3,3886,SC_092,19924,1305,hospital_073,9173.004,2464.735,S_007,SEABROOK,31,0
84934,-37.882072,144.979144,4 Glenhuntly Road,5700000,house,2015,4,2,2,1233,SC_015,19955,1878,hospital_103,2400.359,1240.11,S_017,ELWOOD,15,0
60151,-37.807083,145.197146,6 Moresby Street,15215000,house,2010,4,2,3,2253,SC_088,19900,1153,hospital_070,448.599,2791.283,S_202,MITCHAM,40,0
48161,-37.79877853,145.0270844,24 Wills Street,22750000,house,2009,4,3,3,2193,SC_083,19931,1917,hospital_029,921.686,766.563,S_039,KEW,20,0
7110,-37.778391,144.813665,9 Susan Street,20880000,house,2013,3,1,3,2245,SC_102,20004,1231,hospital_005,1631.15,1941.273,S_130,ALBION,28,0
